barcode,location,author,title,publisher_code,status
32288,EEE,K R PADIXAR,HVDC POWER TRANSMISSION SYSTEMS,NEWAGEINTERNATIONALPUBLISHERS,Available
32289,EEE,K R PADIXAR,HVDC POWER TRANSMISSION SYSTEMS,NEWAGEINTERNATIONALPUBLISHERS,Available
32290,EEE,K R PADIXAR,HVDC POWER TRANSMISSION SYSTEMS,NEWAGEINTERNATIONALPUBLISHERS,Available
32291,EEE,K R PADIXAR,HVDC POWER TRANSMISSION SYSTEMS,NEWAGEINTERNATIONALPUBLISHERS,Available
32292,EEE,K R PADIXAR,HVDC POWER TRANSMISSION SYSTEMS,NEWAGEINTERNATIONALPUBLISHERS,Available
32293,EEE,K R PADIXAR,HVDC POWER TRANSMISSION SYSTEMS,NEWAGEINTERNATIONALPUBLISHERS,Available
32294,EEE,K R PADIXAR,HVDC POWER TRANSMISSION SYSTEMS,NEWAGEINTERNATIONALPUBLISHERS,Available
32295,EEE,K R PADIXAR,HVDC POWER TRANSMISSION SYSTEMS,NEWAGEINTERNATIONALPUBLISHERS,Not for loan
32296,EEE,M D SINGH,POWER ELECTRONICS,TATAMCGRAW-HILL,Available
32297,EEE,M D SINGH,POWER ELECTRONICS,TATAMCGRAW-HILL,Available
32298,EEE,M D SINGH,POWER ELECTRONICS,TATAMCGRAW-HILL,Available
32299,EEE,M D SINGH,POWER ELECTRONICS,TATAMCGRAW-HILL,Available
32300,EEE,M D SINGH,POWER ELECTRONICS,TATAMCGRAW-HILL,Not for loan
32301,ME:EST,KATSUHIKO OGATA,Modern Control Engineering,PEARSIONEDUCATION,Available
32302,EIE,KATSUHIKO OGATA,Modern Control Engineering,PEARSIONEDUCATION,Available
32303,EIE,KATSUHIKO OGATA,Modern Control Engineering,PEARSIONEDUCATION,Available
32304,EIE,KATSUHIKO OGATA,Modern Control Engineering,PEARSIONEDUCATION,Available
32305,EIE,KATSUHIKO OGATA,Modern Control Engineering,PEARSIONEDUCATION,Not for loan
32306,CSE,HAROLD KOONTZ,ESSENTIALS OF MANAGEMENT,TATAMCGRAW-HILL,Available
32307,CSE,HAROLD KOONTZ,ESSENTIALS OF MANAGEMENT,TATAMCGRAW-HILL,Available
32308,CSE,HAROLD KOONTZ,ESSENTIALS OF MANAGEMENT,TATAMCGRAW-HILL,Available
32309,CSE,HAROLD KOONTZ,ESSENTIALS OF MANAGEMENT,TATAMCGRAW-HILL,Available
32310,CSE,HAROLD KOONTZ,ESSENTIALS OF MANAGEMENT,TATAMCGRAW-HILL,Available
32313,MBA,HAROLD KOONTZ,ESSENTIALS OF MANAGEMENT,TATAMCGRAW-HILL,Available
32314,CSE,HAROLD KOONTZ,ESSENTIALS OF MANAGEMENT,TATAMCGRAW-HILL,Available
32315,CSE,HAROLD KOONTZ,ESSENTIALS OF MANAGEMENT,TATAMCGRAW-HILL,Not for loan
32316,CSE,P C TRIPATHI,Principles Of Management,TATAMCGRAW-HILL,Available
32317,CSE,P C TRIPATHI,Principles Of Management,TATAMCGRAW-HILL,Available
32318,CSE,P C TRIPATHI,Principles Of Management,TATAMCGRAW-HILL,Available
32319,CSE,P C TRIPATHI,Principles Of Management,TATAMCGRAW-HILL,Available
32320,CSE,P C TRIPATHI,Principles Of Management,TATAMCGRAW-HILL,Available
32321,CSE,P C TRIPATHI,Principles Of Management,TATAMCGRAW-HILL,Available
32322,CSE,P C TRIPATHI,Principles Of Management,TATAMCGRAW-HILL,Available
32323,CSE,P C TRIPATHI,Principles Of Management,TATAMCGRAW-HILL,Not for loan
32324,CSE,JAMES A F STONER,Management,PEARSONEDUCATION,Available
32325,CSE,JAMES A F STONER,Management,PEARSONEDUCATION,Available
32326,CSE,JAMES A F STONER,Management,PEARSONEDUCATION,Available
32327,CSE,JAMES A F STONER,Management,PEARSONEDUCATION,Available
32328,CSE,JAMES A F STONER,Management,PEARSONEDUCATION,Available
32329,CSE,JAMES A F STONER,Management,PEARSONEDUCATION,Available
32330,CSE,JAMES A F STONER,Management,PEARSONEDUCATION,Available
32331,CSE,JAMES A F STONER,Management,PEARSONEDUCATION,Available
32332,CSE,JAMES A F STONER,Management,PEARSONEDUCATION,Available
32333,CSE,JAMES A F STONER,Management,PEARSONEDUCATION,Not for loan
32334,MATHS,J P TREMBLAY,DISCRETE MATHEMATHICAL STRUCTURES WITH APPLICATIONS TO COMPUTER SCIENCE,TATAMCGRAW-HILL,Available
32335,MATHS,J P TREMBLAY,DISCRETE MATHEMATHICAL STRUCTURES WITH APPLICATIONS TO COMPUTER SCIENCE,TATAMCGRAW-HILL,Available
32336,MATHS,J P TREMBLAY,DISCRETE MATHEMATHICAL STRUCTURES WITH APPLICATIONS TO COMPUTER SCIENCE,TATAMCGRAW-HILL,Available
32337,MATHS,J P TREMBLAY,DISCRETE MATHEMATHICAL STRUCTURES WITH APPLICATIONS TO COMPUTER SCIENCE,TATAMCGRAW-HILL,Available
32338,MATHS,J P TREMBLAY,DISCRETE MATHEMATHICAL STRUCTURES WITH APPLICATIONS TO COMPUTER SCIENCE,TATAMCGRAW-HILL,Not for loan
32345,CSE,ANDREW S TANENBAUM,COMPUTER NETWORKS,PEARSONEDUCATION,Available
32346,CSE,ANDREW S TANENBAUM,COMPUTER NETWORKS,PEARSONEDUCATION,Available
32347,CSE,ANDREW S TANENBAUM,COMPUTER NETWORKS,PEARSONEDUCATION,Available
32348,CSE,ANDREW S TANENBAUM,COMPUTER NETWORKS,PEARSONEDUCATION,Not for loan
32349,MATHS,JOHN C MARTIN,INTRODUCTION TO LANGUAGES AND THE THEORY OF COMPUTATION,TATAMCGRAW-HILL,Available
32350,MATHS,JOHN C MARTIN,INTRODUCTION TO LANGUAGES AND THE THEORY OF COMPUTATION,TATAMCGRAW-HILL,Available
32351,MATHS,JOHN C MARTIN,INTRODUCTION TO LANGUAGES AND THE THEORY OF COMPUTATION,TATAMCGRAW-HILL,Available
32352,MATHS,JOHN C MARTIN,INTRODUCTION TO LANGUAGES AND THE THEORY OF COMPUTATION,TATAMCGRAW-HILL,Available
32353,MATHS,JOHN C MARTIN,INTRODUCTION TO LANGUAGES AND THE THEORY OF COMPUTATION,TATAMCGRAW-HILL,Not for loan
32354,CSE,RAMESH GAONKAR,"MICROPROCESSOR ARCHITECTURE , PROGRAMMING AND APPLICATIONS WITH THE 8085",PENRAMINTERNATIONALPUBLISHING,Available
32355,CSE,RAMESH GAONKAR,"MICROPROCESSOR ARCHITECTURE , PROGRAMMING AND APPLICATIONS WITH THE 8085",PENRAMINTERNATIONALPUBLISHING,Available
32356,CSE,RAMESH S GAONKAR,"MICROPROCESSOR ARCHITECTURE , PROGRAMMING AND APPLICATIONS WITH THE 8085",PENRAMINTERNATIONALPUBLISHINGINDIA,Available
32357,CSE,RAMESH S GAONKAR,"MICROPROCESSOR ARCHITECTURE , PROGRAMMING AND APPLICATIONS WITH THE 8085",PENRAMINTERNATIONALPUBLISHINGINDIA,Available
32358,CSE,RAMESH S GAONKAR,"MICROPROCESSOR ARCHITECTURE , PROGRAMMING AND APPLICATIONS WITH THE 8085",PENRAMINTERNATIONALPUBLISHINGINDIA,Available
32359,CSE,RAMESH S GAONKAR,"MICROPROCESSOR ARCHITECTURE , PROGRAMMING AND APPLICATIONS WITH THE 8085",PENRAMINTERNATIONALPUBLISHINGINDIA,Available
32360,CSE,RAMESH S GAONKAR,"MICROPROCESSOR ARCHITECTURE , PROGRAMMING AND APPLICATIONS WITH THE 8085",PENRAMINTERNATIONALPUBLISHINGINDIA,Not for loan
32361,ME:CSE,DOUGLAS V HALL,MICROPROCESSOR AND INTERFACING,TATAMCGRAW-HILL,Available
32362,ME:CSE,DOUGLAS V HALL,MICROPROCESSOR AND INTERFACING,TATAMCGRAW-HILL,Available
32363,ME:CSE,DOUGLAS V HALL,MICROPROCESSOR AND INTERFACING,TATAMCGRAW-HILL,Not for loan
32364,ME:CSE,MUHAMMAD ALI MAZIDI,8051 MICROCONTROLLER AND EMBEDDED SYSTEMS,PEARSIONEDUCATION,Available
32365,ME:CSE,MUHAMMAD ALI MAZIDI,8051 MICROCONTROLLER AND EMBEDDED SYSTEMS,PEARSIONEDUCATION,Available
32366,ME:CSE,MUHAMMAD ALI MAZIDI,8051 MICROCONTROLLER AND EMBEDDED SYSTEMS,PEARSIONEDUCATION,Available
32367,ME:CSE,MUHAMMAD ALI MAZIDI,8051 MICROCONTROLLER AND EMBEDDED SYSTEMS,PEARSIONEDUCATION,Available
32368,ME:CSE,MUHAMMAD ALI MAZIDI,8051 MICROCONTROLLER AND EMBEDDED SYSTEMS,PEARSIONEDUCATION,Available
32369,CSE,K R VENUGOPAL,Mastering C++,TATAMCGRAW-HILL,Available
32370,CSE,K R VENUGOPAL,Mastering C++,TATAMCGRAW-HILL,Available
32371,CSE,K R VENUGOPAL,Mastering C++,TATAMCGRAW-HILL,Available
32372,CSE,K R VENUGOPAL,Mastering C++,TATAMCGRAW-HILL,Available
32373,CSE,K R VENUGOPAL,Mastering C++,TATAMCGRAW-HILL,Available
32374,CSE,K R VENUGOPAL,Mastering C++,TATAMCGRAW-HILL,Available
32375,CSE,K R VENUGOPAL,Mastering C++,TATAMCGRAW-HILL,Available
32376,CSE,K R VENUGOPAL,Mastering C++,TATAMCGRAW-HILL,Available
32377,CSE,K R VENUGOPAL,Mastering C++,TATAMCGRAW-HILL,Available
32378,CSE,K R VENUGOPAL,Mastering C++,TATAMCGRAW-HILL,Available
32379,CSE,K R VENUGOPAL,Mastering C++,TATAMCGRAW-HILL,Available
32380,CSE,K R VENUGOPAL,Mastering C++,TATAMCGRAW-HILL,Available
32381,CSE,K R VENUGOPAL,Mastering C++,TATAMCGRAW-HILL,Available
32382,CSE,K R VENUGOPAL,Mastering C++,TATAMCGRAW-HILL,Available
32383,CSE,K R VENUGOPAL,Mastering C++,TATAMCGRAW-HILL,Available
32384,CSE,K R VENUGOPAL,Mastering C++,TATAMCGRAW-HILL,Available
32385,CSE,K R VENUGOPAL,Mastering C++,TATAMCGRAW-HILL,Available
32386,CSE,K R VENUGOPAL,Mastering C++,TATAMCGRAW-HILL,Available
32388,CSE,K R VENUGOPAL,Mastering C++,TATAMCGRAW-HILL,Available
32389,CSE,K R VENUGOPAL,Mastering C++,TATAMCGRAW-HILL,Available
32390,CSE,K R VENUGOPAL,Mastering C++,TATAMCGRAW-HILL,Available
32391,CSE,K R VENUGOPAL,Mastering C++,TATAMCGRAW-HILL,Available
32392,CSE,K R VENUGOPAL,Mastering C++,TATAMCGRAW-HILL,Available
32394,CSE,K R VENUGOPAL,Mastering C++,TATAMCGRAW-HILL,Available
32395,CSE,K R VENUGOPAL,Mastering C++,TATAMCGRAW-HILL,Available
32396,CSE,K R VENUGOPAL,Mastering C++,TATAMCGRAW-HILL,Available
32397,CSE,K R VENUGOPAL,Mastering C++,TATAMCGRAW-HILL,Available
32398,CSE,K R VENUGOPAL,Mastering C++,TATAMCGRAW-HILL,Available
32399,CSE,K R VENUGOPAL,Mastering C++,TATAMCGRAW-HILL,Available
32400,CSE,K R VENUGOPAL,Mastering C++,TATAMCGRAW-HILL,Available
32401,CSE,K R VENUGOPAL,Mastering C++,TATAMCGRAW-HILL,Available
32402,CSE,K R VENUGOPAL,Mastering C++,TATAMCGRAW-HILL,Available
32403,CSE,K R VENUGOPAL,Mastering C++,TATAMCGRAW-HILL,Available
32404,CSE,K R VENUGOPAL,Mastering C++,TATAMCGRAW-HILL,Available
32405,CSE,K R VENUGOPAL,Mastering C++,TATAMCGRAW-HILL,Available
32406,CSE,K R VENUGOPAL,Mastering C++,TATAMCGRAW-HILL,Available
32407,CSE,K R VENUGOPAL,Mastering C++,TATAMCGRAW-HILL,Available
32408,CSE,K R VENUGOPAL,Mastering C++,TATAMCGRAW-HILL,Not for loan
32409,CSE,WILLIAM STALLINGS,OPERATING SYSTEMS INTERNALS AND DESIGN PRINCIPLES,PEARSONEDUCATION,Available
32410,CSE,WILLIAM STALLINGS,OPERATING SYSTEMS INTERNALS AND DESIGN PRINCIPLES,PEARSONEDUCATION,Available
32419,CSE,WILLIAM STALLINGS,OPERATING SYSTEMS INTERNALS AND DESIGN PRINCIPLES,PEARSONEDUCATION,Available
32420,CSE,WILLIAM STALLINGS,OPERATING SYSTEMS INTERNALS AND DESIGN PRINCIPLES,PEARSONEDUCATION,Available
32421,CSE,WILLIAM STALLINGS,OPERATING SYSTEMS INTERNALS AND DESIGN PRINCIPLES,PEARSONEDUCATION,Available
32422,CSE,WILLIAM STALLINGS,OPERATING SYSTEMS INTERNALS AND DESIGN PRINCIPLES,PEARSONEDUCATION,Available
32423,CSE,WILLIAM STALLINGS,OPERATING SYSTEMS INTERNALS AND DESIGN PRINCIPLES,PEARSONEDUCATION,Not for loan
32424,CSE,CORMAC LONG,IP Network Design,TATAMCGRAW-HILL,Available
32425,CSE,CORMAC LONG,IP Network Design,TATAMCGRAW-HILL,Available
32426,CSE,CORMAC LONG,IP Network Design,TATAMCGRAW-HILL,Available
32427,CSE,CORMAC LONG,IP Network Design,TATAMCGRAW-HILL,Available
32428,CSE,CORMAC LONG,IP Network Design,TATAMCGRAW-HILL,Available
32429,CSE,CORMAC LONG,IP Network Design,TATAMCGRAW-HILL,Available
32430,CSE,CORMAC LONG,IP Network Design,TATAMCGRAW-HILL,Available
32431,CSE,CORMAC LONG,IP Network Design,TATAMCGRAW-HILL,Available
32432,CSE,CORMAC LONG,IP Network Design,TATAMCGRAW-HILL,Available
32433,CSE,CORMAC LONG,IP Network Design,TATAMCGRAW-HILL,Available
32434,CSE,CORMAC LONG,IP Network Design,TATAMCGRAW-HILL,Available
32435,CSE,CORMAC LONG,IP Network Design,TATAMCGRAW-HILL,Available
32436,CSE,CORMAC LONG,IP Network Design,TATAMCGRAW-HILL,Available
32437,CSE,CORMAC LONG,IP Network Design,TATAMCGRAW-HILL,Available
32438,CSE,CORMAC LONG,IP Network Design,TATAMCGRAW-HILL,Available
32439,CSE,CORMAC LONG,IP Network Design,TATAMCGRAW-HILL,Available
32440,CSE,CORMAC LONG,IP Network Design,TATAMCGRAW-HILL,Available
32441,CSE,CORMAC LONG,IP Network Design,TATAMCGRAW-HILL,Available
32442,CSE,CORMAC LONG,IP Network Design,TATAMCGRAW-HILL,Available
32443,CSE,CORMAC LONG,IP Network Design,TATAMCGRAW-HILL,Not for loan
32444,MBA,ZVI BODIE,Investments,TATAMCGRAW-HILL,Available
32445,MBA,ZVI BODIE,Investments,TATAMCGRAW-HILL,Available
32446,MBA,ZVI BODIE,Investments,TATAMCGRAW-HILL,Available
32447,MBA,ZVI BODIE,Investments,TATAMCGRAW-HILL,Not for loan
32448,MBA,JOHNC HULL,OPTIONS FUTURES AND OTHER DERIVATIVES,PEARSONEDUCATION,Available
32449,MBA,JOHNC HULL,OPTIONS FUTURES AND OTHER DERIVATIVES,PEARSONEDUCATION,Available
32450,MBA,JOHNC HULL,OPTIONS FUTURES AND OTHER DERIVATIVES,PEARSONEDUCATION,Available
32451,MBA,JOHNC HULL,OPTIONS FUTURES AND OTHER DERIVATIVES,PEARSONEDUCATION,Available
32452,MBA,JOHNC HULL,OPTIONS FUTURES AND OTHER DERIVATIVES,PEARSONEDUCATION,Not for loan
32453,CSE,JIAWEI HAN,DATA MINING,MORGANKAUFMANN,Available
32454,CSE,JIAWEI HAN,DATA MINING,MORGANKAUFMANN,Available
32455,CSE,JIAWEI HAN,DATA MINING,MORGANKAUFMANN,Available
32459,CSE,JIAWEI HAN,DATA MINING,MORGANKAUFMANN,Available
32460,CSE,JIAWEI HAN,DATA MINING,MORGANKAUFMANN,Available
32461,CSE,JIAWEI HAN,DATA MINING,MORGANKAUFMANN,Available
32462,CSE,JIAWEI HAN,DATA MINING,MORGANKAUFMANN,Not for loan
32463,ECE,JOCHEN H SCHILLER,Mobile Communications,PEARSONEDUCATION,Available
32464,ECE,JOCHEN H SCHILLER,Mobile Communications,PEARSONEDUCATION,Available
32465,ECE,JOCHEN H SCHILLER,Mobile Communications,PEARSONEDUCATION,Available
32466,ECE,JOCHEN H SCHILLER,Mobile Communications,PEARSONEDUCATION,Available
32467,ECE,JOCHEN H SCHILLER,Mobile Communications,PEARSONEDUCATION,Available
32468,ECE,JOCHEN H SCHILLER,Mobile Communications,PEARSONEDUCATION,Available
32469,ECE,JOCHEN H SCHILLER,Mobile Communications,PEARSONEDUCATION,Available
32470,ECE,JOCHEN H SCHILLER,Mobile Communications,PEARSONEDUCATION,Not for loan
32474,ME:CSE,RAFAEL C GONZALEZ,DIGITAL IMAGE PROCESSING,PRENTICEHALLOFINDIA,Available
32475,ME:CSE,RAFAEL C GONZALEZ,DIGITAL IMAGE PROCESSING,PRENTICEHALLOFINDIA,Available
32476,ME:CSE,RAFAEL C GONZALEZ,DIGITAL IMAGE PROCESSING,PRENTICEHALLOFINDIA,Available
32477,ME:CSE,RAFAEL C GONZALEZ,DIGITAL IMAGE PROCESSING,PRENTICEHALLOFINDIA,Available
32478,ME:CSE,RAFAEL C GONZALEZ,DIGITAL IMAGE PROCESSING,PRENTICEHALLOFINDIA,Available
32479,ME:CSE,RAFAEL C GONZALEZ,DIGITAL IMAGE PROCESSING,PRENTICEHALLOFINDIA,Available
32480,ME:CSE,RAFAEL C GONZALEZ,DIGITAL IMAGE PROCESSING,PRENTICEHALLOFINDIA,Available
32481,ME:CSE,RAFAEL C GONZALEZ,DIGITAL IMAGE PROCESSING,PRENTICEHALLOFINDIA,Not for loan
32482,ENG,V CHELLAMMAL,LEARNING TO COMMUNICATE,"ALLIEDPUBLISHERSPRIVATELTD,",Available
32483,ENG,V CHELLAMMAL,LEARNING TO COMMUNICATE,"ALLIEDPUBLISHERSPRIVATELTD,",Available
32484,ENG,V CHELLAMMAL,LEARNING TO COMMUNICATE,"ALLIEDPUBLISHERSPRIVATELTD,",Available
32485,ENG,V CHELLAMMAL,LEARNING TO COMMUNICATE,"ALLIEDPUBLISHERSPRIVATELTD,",Available
32486,ENG,V CHELLAMMAL,LEARNING TO COMMUNICATE,"ALLIEDPUBLISHERSPRIVATELTD,",Not for loan
32487,ENG,HARI MOHAN PRASAD,OBJECTIVE ENGLISH FOR COMPETITIVE EXAMINATIONS,TATAMCGRAW-HILL,Available
32488,ENG,HARI MOHAN PRASAD,OBJECTIVE ENGLISH FOR COMPETITIVE EXAMINATIONS,TATAMCGRAW-HILL,Not for loan
32489,GEN,HARI MOHAN PRASAD,HOW TO PREPARE FOR GROUP DISCUSSION AND INTERVIEW,TATAMCGRAW-HILL,Available
32490,GEN,HARI MOHAN PRASAD,HOW TO PREPARE FOR GROUP DISCUSSION AND INTERVIEW,TATAMCGRAW-HILL,Available
32491,GEN,HARI MOHAN PRASAD,HOW TO PREPARE FOR GROUP DISCUSSION AND INTERVIEW,TATAMCGRAW-HILL,Available
32492,GEN,HARI MOHAN PRASAD,HOW TO PREPARE FOR GROUP DISCUSSION AND INTERVIEW,TATAMCGRAW-HILL,Not for loan
32493,ENG,THOMAS ELLIOTT BERRY,THE MOST COMMON MISTAKES IN ENGLISH USAGE,TATAMCGRAW-HILL,Available
32494,ENG,THOMAS ELLIOTT BERRY,THE MOST COMMON MISTAKES IN ENGLISH USAGE,TATAMCGRAW-HILL,Available
32495,ENG,THOMAS ELLIOTT BERRY,THE MOST COMMON MISTAKES IN ENGLISH USAGE,TATAMCGRAW-HILL,Available
32496,ENG,THOMAS ELLIOTT BERRY,THE MOST COMMON MISTAKES IN ENGLISH USAGE,TATAMCGRAW-HILL,Available
32497,ENG,THOMAS ELLIOTT BERRY,THE MOST COMMON MISTAKES IN ENGLISH USAGE,TATAMCGRAW-HILL,Not for loan
32505,ECE,MUHAMMAD ALI MAZIDI,8051 MICROCONTROLLER AND EMBEDDED SYSTEMS,PEARSIONEDUCATION,Available
32506,ECE,MUHAMMAD ALI MAZIDI,8051 MICROCONTROLLER AND EMBEDDED SYSTEMS,PEARSIONEDUCATION,Available
32507,ECE,MUHAMMAD ALI MAZIDI,8051 MICROCONTROLLER AND EMBEDDED SYSTEMS,PEARSIONEDUCATION,Available
32508,ECE,MUHAMMAD ALI MAZIDI,8051 MICROCONTROLLER AND EMBEDDED SYSTEMS,PEARSIONEDUCATION,Not for loan
32509,ECE,DOUGLAS V HALL,MICROPROCESSOR AND IINTERFACING,TATAMCGRAW-HILL,Available
32510,ECE,DOUGLAS V HALL,MICROPROCESSOR AND IINTERFACING,TATAMCGRAW-HILL,Available
32511,ECE,DOUGLAS V HALL,MICROPROCESSOR AND IINTERFACING,TATAMCGRAW-HILL,Not for loan
32512,ECE,KENNETH J AYALA,8086 MICROPROCESSOR,PENRAMINTERNATIONALPUBLISHING[INDIA],Available
32513,ECE,KENNETH J AYALA,8086 MICROPROCESSOR,PENRAMINTERNATIONALPUBLISHING[INDIA],Available
32514,ECE,KENNETH J AYALA,8086 MICROPROCESSOR,PENRAMINTERNATIONALPUBLISHING[INDIA],Not for loan
32515,ECE,B P LATHI,Modern Digital And Analog Communication Systems,OXFORD&IBHPUBLISHINGCO,Available
32516,ECE,B P LATHI,Modern Digital And Analog Communication Systems,OXFORD&IBHPUBLISHINGCO,Available
32517,ECE,B P LATHI,Modern Digital And Analog Communication Systems,OXFORD&IBHPUBLISHINGCO,Not for loan
32519,ECE,JOHN D KRAUS,ANTENNAS FOR ALL APPLICATIONS,TATAMCGRAW-HILL,Available
32520,ECE,JOHN D KRAUS,ANTENNAS FOR ALL APPLICATIONS,TATAMCGRAW-HILL,Not for loan
32521,ECE,ANNAPURNA DAS,MICROWAVE ENGINEEIRNG,TATAMCGRAW-HILL,Available
32522,ECE,ANNAPURNA DAS,MICROWAVE ENGINEEIRNG,TATAMCGRAW-HILL,Available
32523,ECE,ANNAPURNA DAS,MICROWAVE ENGINEEIRNG,TATAMCGRAW-HILL,Not for loan
32524,ECE,SIMON HAYKIN,Digital Communications,WIILEYINDIA,Not for loan
